10-1075,P35498-P14867,1BYY-5OSA,DB00273,Identity:36/1589(2.3%),N/A,N/A,N/A,N/A,N/A,N/A
418-459,P36888-P09619,3G0E-3MJG,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
418-536,P36888-P35916,3G0E-4AGD,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
418-537,P36888-P17948,3G0E-4AGD,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
418-538,P36888-P35968,3G0E-4AGD,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
418-904,P36888-P16234,3G0E-5GRN,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
419-420,P09619-P10721,3G0E-3G0E,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
419-459,P09619-P09619,3G0E-3MJG,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
419-536,P09619-P35916,3G0E-4AGD,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
419-537,P09619-P17948,3G0E-4AGD,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
419-538,P09619-P35968,3G0E-4AGD,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
419-904,P09619-P16234,3G0E-5GRN,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42-300,P18825-P07550,1HLL-2R4R,DB06262,Identity:13/647(2.0%),N/A,N/A,N/A,N/A,N/A,N/A
42-326,P18825-P08588,1HLL-2RH1,DB06262,Identity:13/442(2.9%),N/A,N/A,N/A,N/A,N/A,N/A
420-418,P10721-P36888,3G0E-3G0E,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
420-421,P10721-P16234,3G0E-3G0E,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
420-459,P10721-P09619,3G0E-3MJG,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
420-537,P10721-P17948,3G0E-4AGD,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
420-904,P10721-P16234,3G0E-5GRN,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
421-419,P16234-P09619,3G0E-3G0E,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
421-536,P16234-P35916,3G0E-4AGD,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
421-537,P16234-P17948,3G0E-4AGD,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
421-538,P16234-P35968,3G0E-4AGD,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
422-225,Q13698-Q01668,3G43-2BE6,DB00381,Identity:440/664(66.3%),N/A,N/A,N/A,N/A,N/A,N/A
422-888,Q13698-P54289,3G43-5GJV,DB00381,Identity:162/2797(5.8%),N/A,N/A,N/A,N/A,N/A,N/A
423-226,Q13698-Q01668,3G43-2BE6,DB00568,Identity:440/664(66.3%),N/A,N/A,N/A,N/A,N/A,N/A
423-497,Q13698-P35367,3G43-3RZE,DB00568,Identity:45/885(5.1%),N/A,N/A,N/A,N/A,N/A,N/A
425-228,Q13698-Q01668,3G43-2BE6,DB00270,Identity:440/664(66.3%),N/A,N/A,N/A,N/A,N/A,N/A
425-890,Q13698-P54289,3G43-5GJV,DB00270,Identity:162/2797(5.8%),N/A,N/A,N/A,N/A,N/A,N/A
426-197,Q13698-P54284,3G43-1VYU,DB01388,Identity:101/856(11.8%),N/A,N/A,N/A,N/A,N/A,N/A
426-229,Q13698-Q01668,3G43-2BE6,DB01388,Identity:440/664(66.3%),N/A,N/A,N/A,N/A,N/A,N/A
426-620,Q13698-O60840,3G43-4DEY,DB01388,Identity:71/671(10.6%),N/A,N/A,N/A,N/A,N/A,N/A
427-231,Q13698-Q01668,3G43-2BE6,DB01115,Identity:440/664(66.3%),N/A,N/A,N/A,N/A,N/A,N/A
427-893,Q13698-P54289,3G43-5GJV,DB01115,Identity:162/2797(5.8%),N/A,N/A,N/A,N/A,N/A,N/A
428-621,Q13698-O60840,3G43-4DEY,DB00393,Identity:71/671(10.6%),N/A,N/A,N/A,N/A,N/A,N/A
43-42,P18089-P18825,1HLL-1HLL,DB06262,N/A,N/A,N/A,N/A,N/A,N/A,N/A
431-199,Q13698-P54284,3G43-1VYU,DB00661,Identity:101/856(11.8%),N/A,N/A,N/A,N/A,N/A,N/A
431-235,Q13698-Q01668,3G43-2BE6,DB00661,Identity:440/664(66.3%),N/A,N/A,N/A,N/A,N/A,N/A
431-898,Q13698-Q02641,3G43-5GJV,DB00661,Identity:162/2797(5.8%),N/A,N/A,N/A,N/A,N/A,N/A
432-263,P12931-P00519,3G5D-2GQG,DB01254,Identity:243/564(43.1%),0.3,2.82,6.23E-15,0.55112,-7.055,0.706
432-394,P12931-P06239,3G5D-2ZVA,DB01254,Identity:157/529(29.7%),0.3,2.94,8.75E-18,0.54816,-7.871,0.75
432-433,P12931-P07947,3G5D-3G5D,DB01254,N/A,N/A,N/A,N/A,N/A,N/A,N/A
433-394,P07947-P06239,3G5D-2ZVA,DB01254,Identity:157/529(29.7%),0.3,2.94,8.75E-18,0.54816,-7.871,0.75
434-261,Q15759-P42685,3GP0-2DLY,DB08896,Identity:10/2726(0.4%),N/A,N/A,N/A,N/A,N/A,N/A
434-359,Q15759-P07949,3GP0-2X2U,DB08896,Identity:33/472(7.0%),N/A,N/A,N/A,N/A,N/A,N/A
434-457,Q15759-P09619,3GP0-3MJG,DB08896,Identity:73/817(8.9%),N/A,N/A,N/A,N/A,N/A,N/A
435-287,P37231-P32418,3GWX-2QVK,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
435-90,P37231-P23219,3GWX-1Q4G,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
437-436,P48443-P28702,3H0A-3H0A,DB00307,N/A,N/A,N/A,N/A,N/A,N/A,N/A
438-29,P0AAI5-P0A953,3HO9-1H4F,DB01034,Identity:161/1637(9.8%),N/A,N/A,N/A,N/A,N/A,N/A
439-1081,P35354-O14842,3HS6-5TZR,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439-287,P35354-P32418,3HS6-2QVK,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439-435,P35354-P37231,3HS6-3GWX,DB00159,Identity:117/1267(9.2%),N/A,N/A,N/A,N/A,N/A,N/A
439-866,P35354-P35354,3HS6-5F19,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439-90,P35354-P23219,3HS6-1Q4G,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44-236,P18825-P21397,1HLL-2BXR,DB01363,Identity:6/907(0.7%),N/A,N/A,N/A,N/A,N/A,N/A
44-301,P18825-P07550,1HLL-2R4R,DB01363,Identity:13/647(2.0%),N/A,N/A,N/A,N/A,N/A,N/A
44-45,P18825-P18089,1HLL-1HLL,DB01363,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442-518,P08506-P02919,3ITA-3VMA,DB01329,Identity:153/1479(10.3%),N/A,N/A,N/A,N/A,N/A,N/A
443-210,P08506-Q75Y35,3ITA-1XP4,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443-347,P08506-P0A3M6,3ITA-2WAF,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443-369,P08506-Q7CRA4,3ITA-2Y2M,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443-460,P08506-P0AEB2,3ITA-3MZE,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443-461,P08506-P08506,3ITA-3MZE,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443-519,P08506-P02919,3ITA-3VMA,DB01331,Identity:153/1479(10.3%),N/A,N/A,N/A,N/A,N/A,N/A
444-520,P08506-P02919,3ITA-3VMA,DB00430,Identity:153/1479(10.3%),N/A,N/A,N/A,N/A,N/A,N/A
444-739,P08506-Q07806,3ITA-4OON,DB00430,Identity:132/1440(9.2%),N/A,N/A,N/A,N/A,N/A,N/A
447-106,P48547-P22459,3KVT-1QDW,DB06637,Identity:37/712(5.2%),N/A,N/A,N/A,N/A,N/A,N/A
447-107,P48547-P17658,3KVT-1QDW,DB06637,Identity:37/712(5.2%),N/A,N/A,N/A,N/A,N/A,N/A
447-449,P48547-Q14003,3KVT-3KVT,DB06637,N/A,N/A,N/A,N/A,N/A,N/A,N/A
448-104,Q96PR1-P22460,3KVT-1QDV,DB06637,Identity:39/405(9.6%),N/A,N/A,N/A,N/A,N/A,N/A
448-105,Q96PR1-Q16322,3KVT-1QDV,DB06637,Identity:39/405(9.6%),N/A,N/A,N/A,N/A,N/A,N/A
448-106,Q96PR1-P22459,3KVT-1QDW,DB06637,Identity:37/712(5.2%),N/A,N/A,N/A,N/A,N/A,N/A
448-107,Q96PR1-P17658,3KVT-1QDW,DB06637,Identity:37/712(5.2%),N/A,N/A,N/A,N/A,N/A,N/A
448-4,Q96PR1-Q96RP8,3KVT-1A68,DB06637,Identity:37/104(35.6%),N/A,N/A,N/A,N/A,N/A,N/A
448-447,Q96PR1-P48547,3KVT-3KVT,DB06637,N/A,N/A,N/A,N/A,N/A,N/A,N/A
448-449,Q96PR1-Q14003,3KVT-3KVT,DB06637,N/A,N/A,N/A,N/A,N/A,N/A,N/A
449-105,Q14003-Q16322,3KVT-1QDV,DB06637,Identity:39/405(9.6%),N/A,N/A,N/A,N/A,N/A,N/A
449-4,Q14003-Q96RP8,3KVT-1A68,DB06637,Identity:37/104(35.6%),N/A,N/A,N/A,N/A,N/A,N/A
45-114,P18089-P27338,1HLL-1S3E,DB01363,Identity:9/993(0.9%),N/A,N/A,N/A,N/A,N/A,N/A
450-948,O43451-P10253,3L4W-5KZX,DB00491,N/A,N/A,N/A,N/A,N/A,N/A,N/A
451-508,O43451-P14410,3L4Y-3TOP,DB00284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
451-961,O43451-P10253,3L4Y-5NN8,DB00284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
452-450,O43451-O43451,3L4Y-3L4W,DB00491,N/A,N/A,N/A,N/A,N/A,N/A,N/A
452-940,O43451-Q14697,3L4Y-5IEG,DB00491,N/A,N/A,N/A,N/A,N/A,N/A,N/A
453-451,P14410-O43451,3LPP-3L4Y,DB00284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
453-508,P14410-P14410,3LPP-3TOP,DB00284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
453-961,P14410-P10253,3LPP-5NN8,DB00284,N/A,N/A,N/A,N/A,N/A,N/A,N/A
454-414,P52333-P23458,3LXK-3EYG,DB08895,Identity:146/290(50.3%),0.4,2.63,1.32E-14,0.87054,-7.004,0.714
454-695,P52333-P23458,3LXK-4L00,DB08895,N/A,N/A,N/A,N/A,N/A,N/A,N/A
455-110,P51511-Q9Y5R2,3MA2-1RM8,DB00786,Identity:116/575(20.2%),N/A,N/A,N/A,N/A,N/A,N/A
455-267,P51511-Q9H306,3MA2-2JNP,DB00786,Identity:166/4282(3.9%),N/A,N/A,N/A,N/A,N/A,N/A
455-66,P51511-P24347,3MA2-1HV5,DB00786,Identity:148/1237(12.0%),N/A,N/A,N/A,N/A,N/A,N/A
456-902,P09619-P16234,3MJG-5GRN,DB06589,Identity:51/816(6.2%),N/A,N/A,N/A,N/A,N/A,N/A
457-359,P09619-P07949,3MJG-2X2U,DB08896,Identity:35/857(4.1%),N/A,N/A,N/A,N/A,N/A,N/A
457-903,P09619-P16234,3MJG-5GRN,DB08896,Identity:51/816(6.2%),N/A,N/A,N/A,N/A,N/A,N/A
458-360,P09619-P07949,3MJG-2X2U,DB00398,Identity:35/857(4.1%),N/A,N/A,N/A,N/A,N/A,N/A
458-531,P09619-P35916,3MJG-3WZE,DB00398,N/A,N/A,N/A,N/A,N/A,N/A,N/A
459-421,P09619-P16234,3MJG-3G0E,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
459-904,P09619-P16234,3MJG-5GRN,DB01268,Identity:51/816(6.2%),N/A,N/A,N/A,N/A,N/A,N/A
46-302,P18089-P07550,1HLL-2R4R,DB00668,Identity:13/647(2.0%),N/A,N/A,N/A,N/A,N/A,N/A
46-328,P18089-P08588,1HLL-2RH1,DB00668,Identity:13/442(2.9%),N/A,N/A,N/A,N/A,N/A,N/A
460-1108,P0AEB2-P0AFI5,3MZE-6AZI,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
460-347,P0AEB2-P0A3M6,3MZE-2WAF,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
460-461,P0AEB2-P08506,3MZE-3MZE,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
461-1108,P08506-P0AFI5,3MZE-6AZI,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
461-210,P08506-Q75Y35,3MZE-1XP4,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
461-250,P08506-Q8DR59,3MZE-2C5W,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
461-347,P08506-P0A3M6,3MZE-2WAF,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
462-675,P23219-O43526,3N8Y-4GOW,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
462-7,P23219-P35499,3N8Y-1BYY,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
462-83,P23219-P35354,3N8Y-1PXX,DB00586,Identity:711/2207(32.2%),0.5,2.8,9.21E-18,0.8276,-9.946,0.882
462-863,P23219-P35354,3N8Y-5F19,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
462-87,P23219-P23219,3N8Y-1Q4G,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
462-943,P23219-O43525,3N8Y-5J03,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
463-877,P23219-P35354,3N8Y-5F19,DB00936,N/A,N/A,N/A,N/A,N/A,N/A,N/A
463-882,P23219-P35354,3N8Y-5F1A,DB00936,N/A,N/A,N/A,N/A,N/A,N/A,N/A
463-99,P23219-P23219,3N8Y-1Q4G,DB00936,N/A,N/A,N/A,N/A,N/A,N/A,N/A
465-464,P35354-P23219,3NT1-3NT1,DB00788,N/A,N/A,N/A,N/A,N/A,N/A,N/A
465-873,P35354-P35354,3NT1-5F19,DB00788,N/A,N/A,N/A,N/A,N/A,N/A,N/A
465-96,P35354-P23219,3NT1-1Q4G,DB00788,N/A,N/A,N/A,N/A,N/A,N/A,N/A
466-296,P08588-P07550,3NYA-2R4R,DB00866,N/A,N/A,N/A,N/A,N/A,N/A,N/A
466-32,P08588-P08908,3NYA-1HLL,DB00866,N/A,N/A,N/A,N/A,N/A,N/A,N/A
466-323,P08588-P08588,3NYA-2RH1,DB00866,N/A,N/A,N/A,N/A,N/A,N/A,N/A
466-467,P08588-P07550,3NYA-3NYA,DB00866,N/A,N/A,N/A,N/A,N/A,N/A,N/A
467-32,P07550-P08908,3NYA-1HLL,DB00866,N/A,N/A,N/A,N/A,N/A,N/A,N/A
468-1082,P48443-P10276,3OAP-5UAN,DB00523,Identity:213/613(34.7%),0.4,3.66,0,0.57023,-8.98,1
469-319,Q14957-Q8TCU5,3OEN-2RC8,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
469-322,Q14957-O60391,3OEN-2RCA,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
469-887,Q14957-Q13224,3OEN-5FXH,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47-1030,P18089-P14867,1HLL-5OSA,DB00292,Identity:8/1565(0.5%),N/A,N/A,N/A,N/A,N/A,N/A
471-735,P31350-P02818,3OLJ-4MZZ,DB05260,Identity:22/1152(1.9%),N/A,N/A,N/A,N/A,N/A,N/A
471-841,P31350-P21281,3OLJ-5D80,DB05260,N/A,N/A,N/A,N/A,N/A,N/A,N/A
472-395,Q14353-P12277,3ORH-3B6R,DB00148,Identity:170/1070(15.9%),N/A,N/A,N/A,N/A,N/A,N/A
472-396,Q14353-P12532,3ORH-3B6R,DB00148,Identity:170/1070(15.9%),N/A,N/A,N/A,N/A,N/A,N/A
472-397,Q14353-P17540,3ORH-3B6R,DB00148,Identity:170/1070(15.9%),N/A,N/A,N/A,N/A,N/A,N/A
475-37,P35462-P08908,3PBL-1HLL,DB06016,Identity:14/855(1.6%),N/A,N/A,N/A,N/A,N/A,N/A
479-1098,P35462-P21917,3PBL-5WIU,DB00589,Identity:161/863(18.7%),N/A,N/A,N/A,N/A,N/A,N/A
48-1096,P08908-P21917,1HLL-5WIU,DB04908,Identity:14/373(3.8%),N/A,N/A,N/A,N/A,N/A,N/A
480-1099,P35462-P21917,3PBL-5WIU,DB01267,Identity:161/863(18.7%),N/A,N/A,N/A,N/A,N/A,N/A
481-1100,P35462-P21917,3PBL-5WIU,DB00413,Identity:161/863(18.7%),N/A,N/A,N/A,N/A,N/A,N/A
482-1101,P35462-P21917,3PBL-5WIU,DB05271,Identity:161/863(18.7%),N/A,N/A,N/A,N/A,N/A,N/A
483-501,P35462-P35367,3PBL-3RZE,DB13025,Identity:255/863(29.5%),N/A,N/A,N/A,N/A,N/A,N/A
483-58,P35462-P18825,3PBL-1HLL,DB13025,Identity:14/855(1.6%),N/A,N/A,N/A,N/A,N/A,N/A
484-351,Q51504-P0A3M5,3PBT-2WAF,DB01147,Identity:138/646(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
485-523,Q51504-P02919,3PBT-3VMA,DB06211,Identity:115/836(13.8%),N/A,N/A,N/A,N/A,N/A,N/A
486-414,P52333-P23458,3PJC-3EYG,DB08895,N/A,N/A,N/A,N/A,N/A,N/A,N/A
486-454,P52333-P52333,3PJC-3LXK,DB08895,N/A,N/A,N/A,N/A,N/A,N/A,N/A
487-126,A9UF02-P10721,3PYY-1T46,DB00619,Identity:112/553(20.3%),0.5,2.92,6.25E-21,0.79237,-7.254,0.636
488-742,Q13224-Q05586,3QEL-4PE5,DB08954,N/A,0.3,3.08,4.21E-22,N/A,N/A,N/A
489-340,Q16881-P24385,3QFA-2W96,DB01169,N/A,N/A,N/A,N/A,N/A,N/A,N/A
489-746,Q16881-P28482,3QFA-4QTA,DB01169,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49-116,P18825-P27338,1HLL-1S3E,DB01577,Identity:9/993(0.9%),N/A,N/A,N/A,N/A,N/A,N/A
49-238,P18825-P21397,1HLL-2BXR,DB01577,Identity:6/907(0.7%),N/A,N/A,N/A,N/A,N/A,N/A
49-931,P18825-P31645,1HLL-5I6X,DB01577,Identity:11/976(1.1%),N/A,N/A,N/A,N/A,N/A,N/A
492-709,P35367-P08173,3RZE-4MQS,DB00767,Identity:110/560(19.6%),N/A,N/A,N/A,N/A,N/A,N/A
492-710,P35367-P08172,3RZE-4MQS,DB00767,Identity:110/560(19.6%),N/A,N/A,N/A,N/A,N/A,N/A
492-755,P35367-P20309,3RZE-4U15,DB00767,Identity:219/831(26.4%),N/A,N/A,N/A,N/A,N/A,N/A
495-37,P35367-P08908,3RZE-1HLL,DB06016,Identity:12/428(2.8%),N/A,N/A,N/A,N/A,N/A,N/A
495-475,P35367-P35462,3RZE-3PBL,DB06016,Identity:255/863(29.5%),N/A,N/A,N/A,N/A,N/A,N/A
496-38,P35367-P08908,3RZE-1HLL,DB00477,Identity:12/428(2.8%),N/A,N/A,N/A,N/A,N/A,N/A
497-619,P35367-O60840,3RZE-4DEY,DB00568,Identity:41/583(7.0%),N/A,N/A,N/A,N/A,N/A,N/A
499-41,P35367-P08908,3RZE-1HLL,DB01142,Identity:12/428(2.8%),N/A,N/A,N/A,N/A,N/A,N/A
499-683,P35367-P41595,3RZE-4IB4,DB01142,Identity:116/459(25.3%),N/A,N/A,N/A,N/A,N/A,N/A
499-761,P35367-P20309,3RZE-4U15,DB01142,Identity:219/831(26.4%),N/A,N/A,N/A,N/A,N/A,N/A
5-525,P00807-P02919,1ALQ-3VMA,DB01598,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50-49,P18089-P18825,1HLL-1HLL,DB01577,N/A,N/A,N/A,N/A,N/A,N/A,N/A
503-1042,P42261-P14867,3SAJ-5OSA,DB00753,Identity:311/1967(15.8%),N/A,N/A,N/A,N/A,N/A,N/A
504-1049,P42261-P14867,3SAJ-5OSA,DB01028,Identity:311/1967(15.8%),N/A,N/A,N/A,N/A,N/A,N/A
505-1067,P42261-P14867,3SAJ-5OSA,DB01236,Identity:311/1967(15.8%),N/A,N/A,N/A,N/A,N/A,N/A
507-224,P06818-P06818,3TIC-2AEP,DB00558,N/A,N/A,N/A,N/A,N/A,N/A,N/A
507-3,P06818-P27907,3TIC-1A4G,DB00558,N/A,N/A,N/A,N/A,N/A,N/A,N/A
507-79,P06818-P27907,3TIC-1NSC,DB00558,N/A,N/A,N/A,N/A,N/A,N/A,N/A
508-961,P14410-P10253,3TOP-5NN8,DB00284,N/A,0.6,2.69,2.87E-15,N/A,N/A,N/A
509-1088,Q07343-P30542,3TVX-5UEN,DB00806,N/A,N/A,N/A,N/A,N/A,N/A,N/A
509-510,Q07343-P27815,3TVX-3TVX,DB00806,N/A,N/A,N/A,N/A,N/A,N/A,N/A
510-1088,P27815-P30542,3TVX-5UEN,DB00806,N/A,N/A,N/A,N/A,N/A,N/A,N/A
510-294,P27815-P27815,3TVX-2QYK,DB00806,N/A,N/A,N/A,N/A,N/A,N/A,N/A
511-867,P14555-P35354,3U8D-5F19,DB00328,N/A,N/A,N/A,N/A,N/A,N/A,N/A
512-86,P09917-P23219,3V98-1Q4G,DB01014,Identity:258/1683(15.3%),N/A,N/A,N/A,N/A,N/A,N/A
513-286,P09917-P78348,3V98-2QTS,DB00586,Identity:184/3157(5.8%),N/A,N/A,N/A,N/A,N/A,N/A
513-462,P09917-P23219,3V98-3N8Y,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
513-675,P09917-O43526,3V98-4GOW,DB00586,Identity:39/1370(2.8%),N/A,N/A,N/A,N/A,N/A,N/A
513-87,P09917-P23219,3V98-1Q4G,DB00586,Identity:258/1683(15.3%),N/A,N/A,N/A,N/A,N/A,N/A
513-943,P09917-O43525,3V98-5J03,DB00586,Identity:48/1417(3.4%),N/A,N/A,N/A,N/A,N/A,N/A
515-409,P09917-P37231,3V98-3DZY,DB00244,Identity:124/1583(7.8%),N/A,N/A,N/A,N/A,N/A,N/A
516-410,P09917-P37231,3V98-3DZY,DB00795,Identity:124/1583(7.8%),N/A,N/A,N/A,N/A,N/A,N/A
517-441,P02919-P08506,3VMA-3ITA,DB00274,Identity:153/1479(10.3%),N/A,N/A,N/A,N/A,N/A,N/A
518-738,P02919-Q07806,3VMA-4OON,DB01329,Identity:150/784(19.1%),N/A,N/A,N/A,N/A,N/A,N/A
519-1108,P02919-P0AFI5,3VMA-6AZI,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
519-210,P02919-Q75Y35,3VMA-1XP4,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
519-250,P02919-Q8DR59,3VMA-2C5W,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
519-347,P02919-P0A3M6,3VMA-2WAF,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
519-369,P02919-Q7CRA4,3VMA-2Y2M,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
519-460,P02919-P0AEB2,3VMA-3MZE,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
519-461,P02919-P08506,3VMA-3MZE,DB01331,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52-676,P08908-P28222,1HLL-4IAR,DB00952,Identity:22/379(5.8%),N/A,N/A,N/A,N/A,N/A,N/A
521-252,P02919-Q8DR59,3VMA-2C5W,DB00438,N/A,N/A,N/A,N/A,N/A,N/A,N/A
522-129,P02919-Q53707,3VMA-1VQQ,DB01332,Identity:148/1438(10.3%),N/A,N/A,N/A,N/A,N/A,N/A
524-445,P02919-P08506,3VMA-3ITA,DB00303,Identity:153/1479(10.3%),N/A,N/A,N/A,N/A,N/A,N/A
527-901,Q9NR96-Q9NYK1,3WPC-5GMH,DB01611,Identity:578/1560(37.1%),N/A,N/A,N/A,N/A,N/A,N/A
528-529,P35916-P17948,3WZD-3WZD,DB09078,N/A,N/A,N/A,N/A,N/A,N/A,N/A
528-530,P35916-P35968,3WZD-3WZD,DB09078,N/A,N/A,N/A,N/A,N/A,N/A,N/A
529-530,P17948-P35968,3WZD-3WZD,DB09078,N/A,N/A,N/A,N/A,N/A,N/A,N/A
531-128,P35916-P04049,3WZE-1UWH,DB00398,Identity:90/581(15.5%),0.9,2.13,5.07E-09,0.77601,-6.225,0.526
531-532,P35916-P17948,3WZE-3WZE,DB00398,N/A,N/A,N/A,N/A,N/A,N/A,N/A
531-539,P35916-P35968,3WZE-4ASD,DB00398,Identity:295/308(95.8%),0.1,3.61,1.6E-27,0.98395,-12.319,1
532-458,P17948-P09619,3WZE-3MJG,DB00398,N/A,N/A,N/A,N/A,N/A,N/A,N/A
532-539,P17948-P35968,3WZE-4ASD,DB00398,Identity:295/308(95.8%),0.1,3.61,1.6E-27,0.98395,-12.319,1
534-533,P17948-P35916,4AG8-4AG8,DB06626,N/A,N/A,N/A,N/A,N/A,N/A,N/A
535-533,P35968-P35916,4AGC-4AG8,DB06626,Identity:292/304(96.1%),0.1,3.57,1.16E-20,0.99239,-9.531,1
535-534,P35968-P17948,4AGC-4AG8,DB06626,Identity:292/304(96.1%),0.1,3.57,1.16E-20,0.99239,-9.531,1
536-420,P35916-P10721,4AGD-3G0E,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
536-459,P35916-P09619,4AGD-3MJG,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
536-537,P35916-P17948,4AGD-4AGD,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
536-538,P35916-P35968,4AGD-4AGD,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
536-904,P35916-P16234,4AGD-5GRN,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
537-459,P17948-P09619,4AGD-3MJG,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
537-904,P17948-P16234,4AGD-5GRN,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
538-420,P35968-P10721,4AGD-3G0E,DB01268,Identity:169/337(50.1%),0.5,2.52,8.22E-15,0.79722,-5.711,0.692
538-459,P35968-P09619,4AGD-3MJG,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
538-537,P35968-P17948,4AGD-4AGD,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
538-904,P35968-P16234,4AGD-5GRN,DB01268,N/A,N/A,N/A,N/A,N/A,N/A,N/A
539-360,P35968-P07949,4ASD-2X2U,DB00398,N/A,N/A,N/A,N/A,N/A,N/A,N/A
539-458,P35968-P09619,4ASD-3MJG,DB00398,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54-307,P18825-P07550,1HLL-2R4R,DB00368,Identity:13/647(2.0%),N/A,N/A,N/A,N/A,N/A,N/A
54-55,P18825-P18089,1HLL-1HLL,DB00368,N/A,N/A,N/A,N/A,N/A,N/A,N/A
540-962,P18505-P47869,4COF-5O8F,DB00546,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
541-540,P28472-P18505,4COF-4COF,DB00546,N/A,N/A,N/A,N/A,N/A,N/A,N/A
